Incidence;REC-ID;EXPERT-ID;VersionDateDDMMYY;XLS-Row-No;LOT-SampleCode;T_RECORDS_CollectorSampleCode;Genus;SpecificEpithet;Species;TAXON-ID;Authority;Males;Females;Unsexed;AbundanceQualifier;Abundance;ReproductiveStatus;ID_Doubtful;Remarks;SubFamily;Family;Order;Class;Phylum;Kingdom;Determined_By;Determined_Date;T_RECORDS_RecDate;LOT-Project;TMP_T_RECORDS-FlatFile_SamplePrefix;TMP_T_RECORDS-FlatFile_ProtocolNumber;TMP_T_RECORDS-FlatFile_SampleNumber;TMP_T_RECORDS-FlatFile_Old-SampleCode;METH-ID;Method;TMP_T_RECORDS-FlatFile_SampleDetails;TMP_T_RECORDS-FlatFile_MainSample;TMP_T_RECORDS-FlatFile_MainSampleCode;SubsampleLetter;SubSampleType;LOT-SampleParent;TreeZone;BranchColor;Horizontal Distance;AZ;HAGL;HD (Corrected);X;Y;Z Height above ground (m);Diameter(cm);SampleOrientation;Plot;TREE-PART;EPIPHYTE-TYPE;CollectedOutsideTheTree;GRP-ID;SubprojectName;DateStarted;DateEnded;DateRange;Replicate;SampleParticipant;CollectedBy;T_LOT-SUB-SAMPLES_CollectorSampleCode;Site;LatLongTree;ElevationTree;ElevationSample;SampleNotes;PERMIT-TYPE;UnitOfMeasurement-ES;Condicion;Exported;Deposited;T_LOT-SUB-SAMPLES_RecBy;T_LOT-SUB-SAMPLES_RecDate;T_LOT-SUB-SAMPLES_UpdBy;T_LOT-SUB-SAMPLES_UpdDate;LatitudeDec;LongitudeDec;Ellipsoidal height;SubSampleCode;SubProtocolNumber;SubProtocolName;BranchColor-ID;LOT-SamplesCodeColor;LOT-SamplesCodeColorOrientation;ParentSampleNumber;SampleParent;FlagUsedAsRef;Protocol
1;"CastroC;25/08/2025#00142";104;8/25/25;142;LOT03-45685/H;3335;Camaridium;ferrugineum;Camaridium ferrugineum;95;(Christenson) M.A. Blanco;;;;;1;Sterile voucher;;"Sterile voucher; Abundance per island: Low; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;85;;45;Epiphyte collection;Angiosperm epiphyte;0;;H;Angiosperm epiphyte FMB;LOT03-18645;6;b;8,6;250;30,5;9 265;-3 169;-8 706;30,5;8;;;;7;0;14;Life On Trees-Amazon Andes 2024A;2/1/24;2/1/24;31.i-06.ii.2024;0;54;Castro et al.;3335;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850; Abundance/clump: Low;5;35;19;0;-1;51;5/3/24 12:21;;;;;;;;;;;;45;;0;
1;"CastroC;25/08/2025#00430";104;8/25/25;430;LOT03-21647/C;3429;Catopsis;sessiliflora;Catopsis sessiliflora;149;(Ruiz & Pav.) Mez;;;;;1;Sterile voucher;;"Sterile voucher; ; ";;Bromeliaceae;Poales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;21;47;;45;Epiphyte collection;Epiphytes opportunistic collection;0;;C;Angiosperm epiphyte COL;LOT03-21647;6;j;10,7;140,6;31;11 365;-8 782;7 214;31;4;;;;;0;15;Life On Trees-Amazon Andes 2024B;8/9/24;8/9/24;9-16.viii.2024;0;54;Castro;3429;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;4;35;19;0;-1;51;10/2/24 15:43;;;;;;;;;;;;0;;0;
1;"CastroC;25/08/2025#00429";104;8/25/25;429;LOT03-21647/H;3429;Catopsis;sessiliflora;Catopsis sessiliflora;149;(Ruiz & Pav.) Mez;;;;;1;Sterile voucher;;"Sterile voucher; ; ";;Bromeliaceae;Poales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;21;47;;45;Epiphyte collection;Epiphytes opportunistic collection;0;;H;Angiosperm epiphyte FMB;LOT03-21647;6;j;10,7;140,6;31;11 365;-8 782;7 214;31;4;;;;;0;15;Life On Trees-Amazon Andes 2024B;8/9/24;8/9/24;9-16.viii.2024;0;54;Castro;3429;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;4;34;19;0;-1;51;10/2/24 15:43;;;;;;;;;;;;0;;0;
1;"CastroC;25/08/2025#00467";104;8/25/25;467;LOT03-456147/H;3437;Catopsis;sessiliflora;Catopsis sessiliflora;149;(Ruiz & Pav.) Mez;;;;;1;Fertile voucher;;"Fertile voucher; Abundance per island: Medium; ";;Bromeliaceae;Poales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;147;;45;Epiphyte collection;Angiosperm epiphyte;0;;H;Angiosperm epiphyte FMB;LOT03-36612;6;r;;86;27;21 665;1 511;21 612;27;10;;;;;0;15;;8/10/24;8/10/24;9-16.viii.2024;0;54;Castro;3437;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;;;;0;-1;51;10/2/25;;;;;;;;;;;;;;;
1;"CastroC;25/08/2025#00466";104;8/25/25;466;LOT03-456147/C;3437;Catopsis;sessiliflora;Catopsis sessiliflora;149;(Ruiz & Pav.) Mez;;;;;1;Fertile voucher;;"Fertile voucher; Abundance per island: Medium; ";;Bromeliaceae;Poales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;147;;45;Epiphyte collection;Angiosperm epiphyte;0;;C;Angiosperm epiphyte COL;LOT03-36612;6;r;;86;27;21 665;1 511;21 612;27;10;;;;;0;15;;8/10/24;8/10/24;9-16.viii.2024;0;54;Castro;3437;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;;;;0;-1;51;10/2/25;;;;;;;;;;;;;;;
1;"Cárdenas G;20/11/2024#00320";114;11/20/24;320;LOT03-06599;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;99;;44;Fern collection;;-1;;;;LOT03-06599;5;g;;;;;;;;;;;;;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;;;;0;0;51;5/15/24 12:57;1;10/15/25 18:36;;;;;;;;;;99;;0;
1;"Cárdenas G;20/11/2024#00349";114;11/20/24;349;LOT03-06697;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;2;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;97;;44;Fern collection;;-1;;;;LOT03-18635;6;v;;7,4;21,5;3,8;4;1;22;8;;;;;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;;;;0;0;51;5/15/24 12:57;1;10/15/25 18:36;;;;;;;;;;35;;0;
1;"Cárdenas G;20/11/2024#00239";114;11/20/24;239;LOT03-065125/H;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;125;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18568;5;v;8;150,5;32,5;8 665;-7 542;4 267;32,5;50;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9237;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;68;;0;
1;"Cárdenas G;20/11/2024#00240";114;11/20/24;240;LOT03-065125/P;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;125;;44;Fern collection;Pteridophyta (Ferns);0;;P;Pteridophyta NMHN;LOT03-18568;5;v;8;150,5;32,5;8 665;-7 542;4 267;32,5;50;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9237;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;68;;0;
1;"Cárdenas G;20/11/2024#00074";114;11/20/24;74;LOT03-064123/T;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;3;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;123;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9235;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 3 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00114";114;11/20/24;114;LOT03-064138/D;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;2;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;138;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-18480;4;b;8,2;175;30;8 865;-8 831;0,773;30;60;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;9250;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 - 2 DNA samples T & P;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;80;;0;
1;"Cárdenas G;20/11/2024#00241";114;11/20/24;241;LOT03-065125/R;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;125;;44;Fern collection;Pteridophyta (Ferns);0;;R;Pteridophyta: Roots DNA;LOT03-18568;5;v;8;150,5;32,5;8 665;-7 542;4 267;32,5;50;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9237;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;68;;0;
1;"Cárdenas G;20/11/2024#00118";114;11/20/24;118;LOT03-064138/T;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;2;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;138;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-18480;4;b;8,2;175;30;8 865;-8 831;0,773;30;60;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;9250;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;80;;0;
1;"Cárdenas G;20/11/2024#00238";114;11/20/24;238;LOT03-065125/D;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;125;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-18568;5;v;8;150,5;32,5;8 665;-7 542;4 267;32,5;50;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9237;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;68;;0;
1;"Cárdenas G;20/11/2024#00242";114;11/20/24;242;LOT03-065125/T;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;125;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-18568;5;v;8;150,5;32,5;8 665;-7 542;4 267;32,5;50;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9237;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;68;;0;
1;"Cárdenas G;20/11/2024#00115";114;11/20/24;115;LOT03-064138/D;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;2;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;138;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-18480;4;b;8,2;175;30;8 865;-8 831;0,773;30;60;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;9250;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 - 2 DNA samples T & P;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;80;;0;
1;"Cárdenas G;20/11/2024#00071";114;11/20/24;71;LOT03-064123/H;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;3;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;123;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9235;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 3 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00072";114;11/20/24;72;LOT03-064123/P;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;3;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;123;;44;Fern collection;Pteridophyta (Ferns);0;;P;Pteridophyta NMHN;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9235;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 3 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00073";114;11/20/24;73;LOT03-064123/R;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;3;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;123;;44;Fern collection;Pteridophyta (Ferns);0;;R;Pteridophyta: Roots DNA;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9235;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 3 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00070";114;11/20/24;70;LOT03-064123/D;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;3;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;123;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9235;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 3 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00117";114;11/20/24;117;LOT03-064138/R;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;2;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;138;;44;Fern collection;Pteridophyta (Ferns);0;;R;Pteridophyta: Roots DNA;LOT03-18480;4;b;8,2;175;30;8 865;-8 831;0,773;30;60;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;9250;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;80;;0;
1;"Cárdenas G;20/11/2024#00116";114;11/20/24;116;LOT03-064138/H;;Ceradenia;cf. clavipila;Ceradenia cf. clavipila;164;;;;;;2;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;138;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18480;4;b;8,2;175;30;8 865;-8 831;0,773;30;60;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;9250;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;80;;0;
1;"Cárdenas G;20/11/2024#00269";114;11/20/24;269;LOT03-065152/P;;Ceradenia;jungermannioides;Ceradenia jungermannioides;165;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;152;;44;Fern collection;Pteridophyta (Ferns);0;;P;Pteridophyta NMHN;LOT03-065152;5;t;;;;;;;;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/16/24;2/16/24;31.i-20.ii.2024;0;55;Cárdenas;9259;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;152;;0;
1;"Cárdenas G;20/11/2024#00268";114;11/20/24;268;LOT03-065152/H;;Ceradenia;jungermannioides;Ceradenia jungermannioides;165;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;152;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-065152;5;t;;;;;;;;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/16/24;2/16/24;31.i-20.ii.2024;0;55;Cárdenas;9259;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;152;;0;
1;"Cárdenas G;20/11/2024#00267";114;11/20/24;267;LOT03-065152/D;;Ceradenia;jungermannioides;Ceradenia jungermannioides;165;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;152;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-065152;5;t;;;;;;;;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/16/24;2/16/24;31.i-20.ii.2024;0;55;Cárdenas;9259;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;152;;0;
1;"Cárdenas G;20/11/2024#00315";114;11/20/24;315;LOT03-06556/H;;Ceradenia;jungermannioides;Ceradenia jungermannioides;165;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;56;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18536;5;v;5;140,7;35;5 665;-4 384;3 588;35;20;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/9/24;2/9/24;31.i-20.ii.2024;0;55;Cárdenas;9192;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 Lent to T Small and cartilaginous;4;34;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;36;;0;
1;"Cárdenas G;20/11/2024#00270";114;11/20/24;270;LOT03-065152/T;;Ceradenia;jungermannioides;Ceradenia jungermannioides;165;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;152;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-065152;5;t;;;;;;;;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/16/24;2/16/24;31.i-20.ii.2024;0;55;Cárdenas;9259;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;152;;0;
1;"Cárdenas G;20/11/2024#00261";114;11/20/24;261;LOT03-065136/H;;Ceradenia;sp. GC1;Ceradenia sp. GC1;166;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;136;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18563;5;f;2,5;322;33;3 165;2 494;-1 949;33;45;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;9248;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;63;;0;
1;"Cárdenas G;20/11/2024#00260";114;11/20/24;260;LOT03-065136/D;;Ceradenia;sp. GC1;Ceradenia sp. GC1;166;;;;;;1;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;136;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-18563;5;f;2,5;322;33;3 165;2 494;-1 949;33;45;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/15/24;2/15/24;31.i-20.ii.2024;0;55;Cárdenas;9248;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;63;;0;
1;"Cárdenas G;20/11/2024#00010";114;11/20/24;10;LOT03-06174;;cf. Oleandra;sp. GC1;cf. Oleandra sp. GC1;167;;;;;>;20;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;;;;;;Fern collection;;0;;;Pteridophyta -Main sample-;;1;a;0;;;0,665;0,665;0;1,5;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/12/24;2/12/24;31.i-20.ii.2024;0;55;Cárdenas;9262;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;4;19;10;0;0;51;5/15/24 12:57;;;;;;;;;;;;;;0;
1;"Cárdenas G;20/11/2024#00011";114;11/20/24;11;LOT03-06174/H;;cf. Oleandra;sp. GC1;cf. Oleandra sp. GC1;167;;;;;>;20;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;74;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-06174;1;a;0;;;0,665;0,665;0;1,5;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/12/24;2/12/24;31.i-20.ii.2024;0;55;Cárdenas;9262;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: >20 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;74;;0;
1;"Cárdenas G;20/11/2024#00012";114;11/20/24;12;LOT03-06174/T;;cf. Oleandra;sp. GC1;cf. Oleandra sp. GC1;167;;;;;>;20;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;74;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-06174;1;a;0;;;0,665;0,665;0;1,5;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/12/24;2/12/24;31.i-20.ii.2024;0;55;Cárdenas;9262;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: >20 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;74;;0;
1;"Cárdenas G;20/11/2024#00306";114;11/20/24;306;LOT03-06548/T;;cf. Polypodium;sp. GC1;cf. Polypodium sp. GC1;168;;;;;;3;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;48;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-18564;5;t;3,3;261,4;34;3 965;-0,593;-3,92;34;12;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/9/24;2/9/24;31.i-20.ii.2024;0;55;Cárdenas;9184;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 3 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;64;;0;
1;"Cárdenas G;20/11/2024#00305";114;11/20/24;305;LOT03-06548/H;;cf. Polypodium;sp. GC1;cf. Polypodium sp. GC1;168;;;;;;3;;;;;Polypodiaceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;48;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18564;5;t;3,3;261,4;34;3 965;-0,593;-3,92;34;12;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/9/24;2/9/24;31.i-20.ii.2024;0;55;Cárdenas;9184;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 3 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;64;;0;
1;"CastroC;25/08/2025#00518";104;8/25/25;518;LOT03-21472/H;3449;Clusia;cf. flavida;Clusia cf. flavida;169;(Benth.) Pipoly;;;;;1;Sterile voucher;cf.;"Sterile voucher; ; Hoja ovada";;Clusiaceae;Malpighiales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;21;72;;45;Epiphyte collection;Epiphytes opportunistic collection;0;;H;Angiosperm epiphyte FMB;LOT03-21472;4;j;8,4;136,5;28;9 065;-6 576;6,24;28;40;;;;;0;15;Life On Trees-Amazon Andes 2024B;8/11/24;8/11/24;9-16.viii.2024;0;54;Castro;3449;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;4;35;19;0;-1;51;10/2/24 15:43;;;;;;;;;;;;0;;0;
